,kepid,amp_mass,amp_mass_err,amp_logg,amp_logg_err,amp_zams_teff,amp_zams_teff_err,basta_mass,basta_mass_err,basta_age,basta_age_err,basta_zams_teff,basta_zams_teff_err,spectroscopic_teff,spectroscopic_teff_err,spectroscopic_feh,spectroscopic_feh_err,period,period_err,note,Unnamed: 0,tm_designation,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,dist,dist_err1,dist_err2,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,dec,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,av,av_err1,av_err2,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance,B_V,prot,prot_err,prot_ref
9,7680114,1.13,0.03,7.19,0.7,4.184,5801,,,,,,5855,84,0.11,0.09,26.3,1.9,seismic,,8683,2MASS J19235640+4318525,5855,84.0,-84.0,4.178,0.01,-0.01,0.11,0.09,-0.09,1.12,0.08,-0.06,1.43,0.04,-0.03,0.5417,0.01493,-0.014790000000000001,MULT10,10.066,,,,0,0,1,007/007680/007680114/dv/kplr007680114-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,290.98502,43.31459,11111111111111111,SPE6,AST10,SPE6,9.012,0.037000000000000005,8.725,0.024,8.673,0.011000000000000001,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,31.587,28.878,27.886999999999997,26.261,25.345,23.664,22.943,21.816999999999997,20.775,19.882,19.285,18.750999999999998,18.647000000000002,18.131,,,,-2147483648,b'3146-360-1  ',1635378410781933568,2126060454209609984,771391,2015.0,290.9852674602756,0.1652062088286571,43.3148568842101,0.2394744549396472,5.900316368043576,0.29180899331307125,37.41868415688075,0.9515818945268818,63.05834778634775,0.6631255736211861,0.11881905794143675,0.2991713583469391,-0.5388857126235962,-0.07657690346240997,0.6301952600479126,-0.5331087708473206,-0.4713086485862732,-0.7583968043327332,-0.3169424831867218,-0.062005240470170975,74,74,71,73,3,1,,0.3678581693944609,207.3037850845706,False,3.7028887271881104,6.3327674865722665,2.565832073742058e-05,5,12,False,0.19859254360198966,0.465295821428299,0.23331958055496216,0.12825651466846466,-46.45852661132813,58.74245834350586,7.3095645904541025,-44.5403938293457,91,1659222.6490436697,3304.910810313472,9.975008395399485,b'NOT_AVAILABLE',75.31967765531634,12.784156928117676,306.6360318589812,64.10857751656101,2.4492375537727013e-05,0.6135235322230566,26.31,1.86,chaplin_garcia.csv
10,7871531,0.84,0.02,9.15,0.47,4.479,5253,0.84,0.02,10.1,0.99,5240.0,5400,84,-0.24,0.09,33.7,2.6,seismic,,9182,2MASS J18513961+4338099,5400,84.0,-84.0,4.477,0.017,-0.015,-0.24,0.09,-0.09,0.8,0.04,-0.03,0.86,0.02,-0.02,1.788,0.09212000000000001,-0.08296,MULT10,9.253,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,282.91507,43.636089,11111111111111111,SPE6,AST10,SPE6,7.971,0.017,7.585,0.021,7.516,0.022000000000000002,0.8740000000000001,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,19.804000000000002,18.605999999999998,18.317,17.552,17.208,16.352,15.979000000000001,15.414000000000001,14.915999999999999,14.398,13.967,13.704,13.684000000000001,13.452,,,,-2147483648,b'3131-830-1  ',1635378410781933568,2105298788456363008,1816352,2015.0,282.91480819072984,0.8746188705549249,43.635950123834114,0.8098202149463489,15.212911175591215,0.980072485365575,-33.200206622087556,0.9550700963634341,-16.26420631379875,0.8875252568724337,-0.13783885538578033,-0.4224925935268402,-0.03650905191898346,-0.04541243240237236,0.1877268701791764,-0.14284169673919678,-0.2258276492357254,-0.2301118820905685,-0.09598442912101746,-0.005326734855771065,89,89,89,89,0,0,,3.5993635073181784,2965.452757599831,False,34.89957046508789,0.07715162634849547,1.9006029106094505e-05,5,16,False,0.080010324716568,0.10877080261707306,0.2381006330251693,0.09273337572813034,-131.95697021484378,42.5025749206543,28.73251533508301,-43.52360534667969,107,3573125.7280820617,1918.557014384687,9.142149318708364,b'NOT_AVAILABLE',73.2641886945025,18.302896504742296,293.46016958053946,66.0266502194878,8.759272305179e-05,0.7233517731528654,35.361,0.218,Table_1_Periodic.txt
11,8006161,1.04,0.02,5.04,0.17,4.502,5165,0.948,0.005,5.08,0.1,5250.0,5390,84,0.34,0.09,29.8,3.1,seismic,,9004,2MASS J18443514+4349599,5390,84.0,-84.0,4.485,0.01,-0.01,0.34,0.09,-0.09,0.97,0.06,-0.06,0.93,0.02,-0.02,1.685,0.03845,-0.03887,MULT10,7.364,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,281.14645,43.833309,11111111111111111,SPE6,AST10,SPE6,6.087999999999999,0.021,5.751,0.016,5.67,0.021,0.8738,1459.789,7.215,10.261,12.759,15.294,15.124,16.119,13.155999999999999,10.825999999999999,8.965,7.1,7.1,7.1,7.1,7.1,25.229,24.654,25.31900000000001,25.403000000000002,26.025,26.375,26.234,26.195,26.471,26.649,26.873,27.308000000000003,27.616999999999997,29.02,,,,91949,b'            ',1635378410781933568,2117278998434010240,1601340,2015.0,281.1457199092128,0.2021840269522196,43.833267003555285,0.1970648501028584,36.80818765034207,0.21579167874623287,-105.55985286325199,0.06501294517848526,-1.9059242529282647,0.07618253976931558,0.13031230866909027,0.14485710859298706,0.11607231944799425,0.015643995255231857,0.13510584831237793,0.009013311006128788,0.023585787042975426,-0.004664148669689894,-0.043373025953769684,0.27396589517593384,97,97,94,96,3,1,3.702523231506348,0.3240171961036781,68.29388045350093,False,3.2957658767700195,8.341439247131348,8.313659236591775e-06,3,15,False,0.5287086367607117,0.1789078414440155,0.12072242796421052,0.29592931270599365,-92.45980072021484,-42.13445281982422,-20.28710174560547,-32.85518264770508,109,20231246.924060646,8736.709023612955,7.2597134370481955,b'NOT_AVAILABLE',73.00246237363382,19.572352002183763,290.4542602126376,66.48289920882343,9.326413542257518e-05,0.7955710745509288,29.79,3.09,chaplin_garcia.csv
12,9098294,1.0,0.03,7.28,0.51,4.314,5718,1.01,0.02,6.93,0.57,5734.0,5840,84,-0.13,0.09,19.8,1.3,seismic,,10760,2MASS J19402120+4529209,5840,84.0,-84.0,4.3,0.011000000000000001,-0.011000000000000001,-0.13,0.09,-0.09,0.97,0.06,-0.06,1.15,0.03,-0.03,0.892,0.02648,-0.02578,MULT10,9.758,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,295.08835,45.489151,11111111111111111,SPE6,AST10,SPE6,8.722999999999999,0.024,8.42,0.026000000000000002,8.363999999999999,0.012,0.8747,1459.789,7.1,7.101,9.26,12.636,13.118,14.724,14.475,13.267000000000001,11.407,10.088,9.24,10.856,10.093,9.862,28.603,27.305999999999997,27.346,26.564,26.329,25.406999999999996,24.938000000000002,24.398000000000003,23.427,22.853,22.416999999999998,22.247,22.125999999999998,21.984,,,,-2147483648,b'3556-3445-1 ',1635378410781933568,2079984800973681920,1155815,2015.0,295.0884647508396,0.16742335368745856,45.48944197278777,0.28142792970290137,7.971620651229467,0.2831705973924247,13.857139903426454,0.9338137224715516,67.97975482633129,0.874207229609038,0.26381194591522217,0.14359407126903534,-0.5038641691207886,-0.16855943202972412,0.4056883454322815,-0.3693401515483856,-0.7119200229644775,-0.7741808891296387,-0.04975526034832002,-0.02642340771853924,89,89,87,86,2,3,,0.4389341091901812,242.5853419996022,False,4.370126247406007,4.763865947723389,2.043618223979138e-05,5,15,False,0.2500246465206146,0.2935522794723511,0.2318123281002045,0.2753567695617676,-142.98391723632812,-88.96283721923828,48.13134384155274,11.51124668121338,111,2199227.1900404515,5489.751278392992,9.669094823221254,b'NOT_AVAILABLE',78.6440773346377,11.128726623431154,314.8468768007457,65.07018309207778,2.398472209041091e-05,0.5939644581445584,20.119,0.14400000000000002,Table_1_Periodic.txt
13,9955598,0.96,0.01,6.43,0.47,4.506,5307,0.89,0.01,6.98,0.45,5250.0,5460,75,0.08,0.1,34.7,6.3,KOI,,11897,2MASS J19344300+4651099,5460,75.0,-75.0,4.498,0.009000000000000001,-0.009000000000000001,0.08,0.10099999999999999,-0.10099999999999999,0.918,0.057,-0.057,0.893,0.018000000000000002,-0.018000000000000002,1.811,0.003239,-0.003239,MULT8,9.439,,,,1,1,1,009/009955/009955598/dv/kplr009955598-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,293.6792,46.852759999999996,11111111111111111,SPE8,AST8,SPE8,8.2,0.018000000000000002,7.837999999999999,0.02,7.768,0.022000000000000002,0.8746,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,20.281,18.781,18.387,17.598,17.207,16.344,15.960999999999999,15.493,15.097999999999999,14.757,14.56,14.462,14.427999999999999,14.583,,,,-2147483648,b'3556-878-1  ',1635378410781933568,2128215909315876352,739947,2015.0,293.67920482873365,0.1326985667507203,46.85273450464321,0.2002856467445861,14.412453123845616,0.2417011355036464,5.058473370045888,1.062741253185587,-6.2878121373205484,0.6975817825214566,0.3693632483482361,0.2538627088069916,-0.37895724177360535,-0.3095288574695587,0.5589156150817871,-0.5528894662857056,-0.5012085437774658,-0.8349827527999878,-0.028664777055382725,-0.0934598296880722,104,104,103,101,1,3,,0.3111979008068425,122.31101216754,False,3.1776013374328613,9.600272178649902,1.983043694053777e-05,5,16,False,0.36959365010261536,0.15872666239738464,0.19826053082942965,0.20644138753414154,-108.92430877685548,86.3553466796875,46.82417678833008,16.827095031738278,118,3007415.3154706354,3597.51143035415,9.329286546164619,b'NOT_AVAILABLE',79.4330557164183,12.6169054497679,314.00130437522233,66.71079447177107,1.7788639992159694e-05,0.7387749501488194,34.2,5.64,chaplin_garcia.csv
14,10454113,1.19,0.04,2.03,0.29,4.315,6138,1.15,0.03,2.86,0.54,6095.0,6120,84,-0.06,0.09,14.6,1.1,seismic,,364,2MASS J18563663+4739230,6120,84.0,-84.0,4.303,0.009000000000000001,-0.009000000000000001,-0.06,0.09,-0.09,1.14,0.05,-0.05,1.24,0.02,-0.02,0.8303,0.02,-0.019719999999999998,MULT10,8.618,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,284.15262,47.65641,11111111111111111,SPE6,AST10,SPE6,7.655,0.021,7.3729999999999976,0.016,7.291,9.995,0.8745,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,21.055999999999997,20.423,20.92,20.866,21.180999999999997,21.096999999999998,20.97,20.88,21.401,21.72,22.151,22.528000000000002,22.651,23.804000000000002,,,,92983,b'            ',1635378410781933568,2131620306552653312,1553928,2015.0,284.1526258750756,0.29684286189232845,47.656427305469855,0.29475004834793483,8.887329271364608,0.3584819619774711,-9.380593154684973,0.04283868775240707,3.030333729018293,0.04656791075539533,-0.4541071653366089,-0.6372261643409729,0.2826867997646332,-0.10820180922746657,0.5591642260551453,-0.1483486145734787,0.2276025861501693,-0.2072638273239136,0.12258192896842955,0.02953648939728737,87,87,87,85,0,2,68.29499053955078,0.9007525370182168,341.66999446150686,False,8.787232398986816,1.1853418350219729,1.145905025623506e-05,3,14,False,0.3001031577587128,0.15941202640533447,0.19950050115585327,0.16333970427513125,-134.1458740234375,54.60026550292969,10.556058883666992,-21.314706802368164,111,6367166.783213543,7360.548526198249,8.51490449875348,b'NOT_AVAILABLE',77.5609271680186,18.87457375160271,298.3499205671632,69.70657561836977,4.3296696887936464e-05,0.523540489314331,14.448,0.229,Table_1_Periodic.txt
15,10586004,1.16,0.05,6.35,1.37,4.072,5943,1.18,0.03,6.43,0.62,5753.0,5770,83,0.29,0.1,29.8,1.0,KOI,,1037,2MASS J19011470+4750549,5770,83.0,-83.0,4.082,0.011000000000000001,-0.011000000000000001,0.29,0.10099999999999999,-0.10099999999999999,1.197,0.094,-0.094,1.641,0.051,-0.051,0.3695,0.014730000000000004,-0.014730000000000004,MULT8,11.696,,,,2,2,2,010/010586/010586004/dv/kplr010586004-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,285.31125,47.848564,11111110111011101,SPE8,AST8,SPE8,10.6,0.025,10.325,0.017,10.252,0.019,0.6985,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,49.733000000000004,44.775,42.787,40.076,38.556,35.543,34.216,32.555,30.820999999999998,29.25,27.965999999999998,27.239,27.04300000000001,26.212,,,,-2147483648,b'3545-1418-1 ',1635378410781933568,2131494309390857472,419342,2015.0,285.31118716893064,0.1137936491834006,47.84848089725196,0.216010003988212,2.664906627856688,0.28356989587000503,-14.6181907868922,1.4638354627842831,-24.55675883479693,0.5476490686402912,0.3392011225223541,0.2844490110874176,-0.21772320568561554,-0.4348304867744446,0.8514665365219116,-0.826147198677063,-0.2279083728790283,-0.9077954292297364,-0.0802687257528305,-0.1323872208595276,79,79,79,76,0,3,,0.2939954197687414,95.91901652724572,False,3.019801139831543,10.95725154876709,2.589932773844339e-05,5,14,False,0.4337537288665772,0.044478587806224816,0.15192992985248566,0.04091520607471466,-72.4685287475586,-5.733959197998048,26.969032287597656,6.394689083099365,104,383921.1397518043,225.51510617055413,11.564164998285301,b'NOT_AVAILABLE',78.03529791798891,18.21023008468995,300.65747674601965,69.66333942252956,2.684432254779575e-05,0.6594357833508271,0.0,0.0,0.0
16,10644253,1.13,0.05,1.07,0.25,4.402,6001,1.16,0.02,1.2,0.39,5991.0,6030,84,0.12,0.09,10.91,0.87,seismic,,687,2MASS J18434242+4756159,6030,84.0,-84.0,4.402,0.012,-0.013000000000000001,0.12,0.09,-0.09,1.14,0.05,-0.06,1.11,0.02,-0.02,1.17,0.044789999999999996,-0.045489999999999996,MULT10,9.16,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,280.92676,47.93777100000001,11111111111111111,SPE6,AST10,SPE6,8.167,0.023,7.93,0.017,7.874,0.026000000000000002,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,27.58,26.9,27.749000000000002,27.94400000000001,28.518,28.660999999999998,28.593000000000004,28.759,29.416999999999998,29.976999999999997,30.785999999999998,31.728,32.071999999999996,34.452,,,,-2147483648,b'3531-451-1  ',1635378410781933568,2119828456660793856,1521710,2015.0,280.9267161966113,0.17697792712132712,47.937980714776856,0.2491473941808849,10.139951517929177,0.2710644175650012,-7.383138350864111,1.0068205234801308,48.02659474480572,0.7031008988083626,0.11568883061408995,0.18029893934726715,-0.1237586960196495,-0.2867722809314728,0.5458945035934448,-0.447528213262558,-0.5939245820045471,-0.6963208317756653,-0.3054980337619781,-0.03756285831332207,94,94,93,92,1,2,,0.5139941244305549,282.91596178345964,False,5.081037998199463,3.5642008781433105,1.9080998754361644e-05,5,15,False,0.320841521024704,0.16608016192913055,0.2860214710235596,0.2523378133773804,-108.60693359375,37.60728454589844,28.8726749420166,38.00867080688477,119,3782791.98740904,1611.2177125257972,9.080238912699745,b'NOT_AVAILABLE',77.10243393309756,21.0167288782186,292.39378944873494,70.52902823400352,9.70803559517659e-06,0.567573795489249,8.857987275000003,0.21717223780833736,chaplin_garcia.csv
17,10963065,1.07,0.02,4.36,0.46,4.294,6063,1.09,0.02,4.18,0.44,6076.0,6104,74,-0.2,0.1,12.4,1.2,KOI,,1160,2MASS J18590868+4825236,6104,74.0,-74.0,4.293,0.01,-0.01,-0.2,0.10099999999999999,-0.10099999999999999,1.079,0.069,-0.069,1.225,0.027000000000000003,-0.027000000000000003,0.8219,0.01007,-0.01007,MULT8,8.769,,,,1,1,1,010/010963/010963065/dv/kplr010963065-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,284.78619,48.423229,11111110111011101,SPE8,AST8,SPE8,7.784,0.021,7.539,0.021,7.4860000000000015,0.018000000000000002,0.6979,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,21.414,19.753,19.281,18.407,17.957,17.035,16.637999999999998,16.184,15.709000000000001,15.419,15.283,15.365,15.447000000000001,15.912,,,,-2147483648,b'3545-1227-1 ',1635378410781933568,2131593780833377024,722958,2015.0,284.7862147587643,0.14882783910170594,48.42326080984982,0.23031866883865185,11.022231960089398,0.2399828970446713,5.555413825638938,0.6967802257836014,9.002505809010504,0.6015893333841549,-0.1248193234205246,-0.06901504844427109,-0.34670135378837585,0.019806208088994026,0.5432032346725464,-0.4135805070400238,-0.5329041481018066,-0.6452568173408508,-0.3976600766181946,0.07585038989782332,97,97,96,94,1,3,,0.3525996202794845,68.73392509639618,False,3.560720920562744,7.300594329833983,2.00078466150444e-05,5,14,False,0.2347373813390732,0.4099425971508026,0.14517095685005188,0.2194656878709793,-74.90579986572266,68.7578125,-2.285902261734009,19.27680206298828,111,5556858.76433264,5624.424605376188,8.662696667095048,b'NOT_AVAILABLE',78.47516229023915,18.73849143522065,300.1883340903167,70.31705749255995,8.809994416368499e-06,0.5142187521828614,9.920537075,0.7422713985052773,chaplin_garcia.csv
18,11244118,1.1,0.05,6.43,0.58,4.077,6023,1.13,0.02,6.9,0.44,5677.0,5745,84,0.35,0.09,23.2,3.9,seismic,,1873,2MASS J19272048+4857121,5745,84.0,-84.0,4.095,0.008,-0.008,0.35,0.09,-0.09,1.26,0.07,-0.07,1.67,0.04,-0.04,0.3848,0.009859999999999999,-0.009578,MULT10,9.736,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,291.83533,48.953381,11111111111111111,SPE6,AST10,SPE6,8.675,0.025,8.351,0.018000000000000002,8.294,0.013000000000000001,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,40.88,38.04,37.295,35.845,34.909,32.928000000000004,31.989,30.619,29.285999999999998,28.430999999999997,28.127,27.905,27.794,27.816999999999997,,,,-2147483648,b'3551-149-1  ',1635378410781933568,2129724233108952192,176468,2015.0,291.8354054869027,0.2844382954275649,48.952988489944104,0.2254488228031417,6.26099848696531,0.33489617192042537,5.002320045522385,0.8081523826791001,-83.62884767299832,0.8343693111136653,-0.4397320151329041,-0.693681538105011,-0.36450040340423584,0.3282177448272705,0.8053722381591797,-0.4025676250457764,-0.8273851275444031,-0.3297418057918549,-0.6336824297904968,0.3183157742023468,80,80,78,78,2,2,,0.30831152496253283,119.69737969661641,False,3.1510601043701167,9.479727745056152,2.1861254936084144e-05,5,12,False,0.287507563829422,0.07900623977184296,0.13876956701278687,0.3723422288894653,-162.32839965820312,-73.07062530517578,-20.31983184814453,5.163152694702148,87,2218392.2329395097,5337.643121239251,9.659674223801504,b'NOT_AVAILABLE',80.83433201358491,14.637722623089692,313.29052215793206,69.13295834342468,5.259505285364493e-05,0.6748036007542053,26.921333875,0.9141436056583324,chaplin_garcia.csv
19,11401755,1.03,0.05,5.85,0.93,4.043,6094,1.06,0.03,7.1,0.6,6057.0,5911,66,-0.2,0.06,17.2,1.4,KOI,,1712,2MASS J19250004+4913545,5911,66.0,-66.0,4.045,0.018000000000000002,-0.018000000000000002,-0.2,0.06,-0.06,1.071,0.043,-0.043,1.626,0.019,-0.019,0.3508,0.0056,-0.0056,MULT8,11.866,,,,2,2,2,011/011401/011401755/dv/kplr011401755-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,291.25018,49.231834,11111111111111111,SPE8,AST8,SPE8,11.124,0.023,10.85,0.028999999999999998,10.788,0.022000000000000002,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,51.402,45.908,43.357,40.126999999999995,38.150999999999996,34.732,33.33,31.465,29.522,28.265,27.471999999999998,26.881999999999998,26.803,25.904,,,,-2147483648,b'3551-2464-1 ',1635378410781933568,2129931456691176576,1815622,2015.0,291.25018566780165,0.2920202040725033,49.23180841760114,0.4196595442860753,2.0940966019935794,0.4493082149721289,0.25666713631487337,1.6696876172657475,-8.51806626298525,1.354849053938894,-0.29957935214042664,-0.17568659782409668,-0.4813959896564484,0.3969129621982575,0.7437936663627625,-0.2906627058982849,-0.6885868906974792,-0.5640853047370911,-0.43714794516563416,-0.2529564499855041,96,96,96,88,0,8,,0.8248011279606001,84.9785262598636,False,8.05632495880127,1.4498139619827268,2.3998323740670457e-05,5,15,False,0.22345055639743805,0.3674328327178955,0.15453536808490753,0.11598050594329835,-106.37570190429688,53.15565490722656,11.72858428955078,39.67505645751953,112,256208.3233203453,73.72733628526942,12.003286977940054,b'NOT_AVAILABLE',80.93277237406781,15.10199437896774,312.6289282954977,69.54540841858585,1.025302517027975e-05,0.5633940436702254,0.0,0.0,0.0
